REF.,SUBÁREA,BENEFICIARIO,CENTRO,CCAA,DURACIÓN,CUANTÍA,ODS,ODS1,ODS2,ODS3,ODS4,ODS5,ODS6,ODS7,ODS8,ODS9,ODS10,ODS11,ODS12,ODS13,ODS14,ODS15,ODS16,ODS17
PDC2022-134006-C22,ALI,UNIVERSITAT JAUME I DE CASTELLO,ESCUELA SUPERIOR DE TECNOLOGIA Y CIENCIAS EXPERIMENTALES,C.VALENCIANA,2,74750.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133612-I00,MEN,UNIVERSITAT JAUME I DE CASTELLO,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN DE MATERIALES AVANZADOS,C.VALENCIANA,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133270-C21,IEA,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,"DPTO. CIENCIA DE MATERIALES, ÓPTICA Y TECNOLOGÍA ELECTRÓNICA",C.VALENCIANA,2,63250.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2022-133539-I00,IBI,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,DPTO. DE INGENIERIA DE SISTEMAS Y AUTOMATICA,C.VALENCIANA,2,115000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133622-I00,IEA,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,DPTO. DE INGENIERIA DE SISTEMAS Y AUTOMATICA,C.VALENCIANA,2,138000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2022-133332-C22,FYA,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,INSTITUTO DE BIOINGENIERIA,C.VALENCIANA,2,46000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133952-I00,IBI,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,INSTITUTO DE BIOINGENIERIA,C.VALENCIANA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133194-C22,GYA,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,"INSTITUTO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN EN BIOTECNOLOGÍA SANITARIA EN ELCHE (IDIBE)",C.VALENCIANA,2,79925.0,SI,,SI,,,,,,,,,,,,,,,
PDC2022-133405-I00,DPT,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,"INSTITUTO DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN EN BIOTECNOLOGÍA SANITARIA EN ELCHE (IDIBE)",C.VALENCIANA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133957-I00,INA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,CENTRO DE INVESTIGACION DE GESTION E INGENIERIA DE LA PRODUCCION,C.VALENCIANA,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133267-C21,MNF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,CENTRO DE TECNOLOGIA NANOFOTONICA,C.VALENCIANA,2,97520.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133527-I00,TRA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,DPTO. MÁQUINAS Y MOTORES TÉRMICOS,C.VALENCIANA,2,132250.0,SI,,,,,,,,,,,SI,,,,,,
PDC2022-133395-C42,AYF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,DPTO. MECANIZACION  Y TECNOGIA AGRARIA,C.VALENCIANA,2,29900.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2022-133474-I00,ICA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES Y PUERTOS",C.VALENCIANA,2,138000.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2022-133549-C22,ALI,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,ESCUELA TECNICA SUPERIOR DE INGENIEROS AGRONOMOS,C.VALENCIANA,2,67850.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133099-I00,IEA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE AUTOMATICA E INFORMATICA INDUSTRIAL - AI2,C.VALENCIANA,2,138000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2022-133576-C21,MBM,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE RECONOCIMIENTO MOLECULAR Y DESARROLLO TECNOLOGICO,C.VALENCIANA,2,57500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133142-I00,IQM,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE SEGURIDAD INDUSTRIAL, RADIOFISICA Y MEDIOAMBIENTAL",C.VALENCIANA,2,116380.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2022-133426-I00,QMC,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE TECNOLOGIA QUIMICA (ITQ),C.VALENCIANA,2,120750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133651-C21,TCO,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE TELECOMUNICACIONES Y APLICACIONES MULTIMEDIA - ITEAM,C.VALENCIANA,2,74750.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133811-C21,TCO,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE TELECOMUNICACIONES Y APLICACIONES MULTIMEDIA - ITEAM,C.VALENCIANA,2,77280.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133513-I00,AYF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO UNIVERSITARIO DE CONSERVACION Y MEJORA DE LA AGRODIVERSIDAD VALENCIANA,C.VALENCIANA,2,149500.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2022-133049-I00,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO VALENCIANO DE INVESTIGACIÓN EN INTELIGENCIA ARTIFICIAL,C.VALENCIANA,2,123050.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133161-C32,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO VALENCIANO DE INVESTIGACIÓN EN INTELIGENCIA ARTIFICIAL,C.VALENCIANA,2,46805.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133118-I00,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,C.VALENCIANA,2,97175.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133270-C22,IEA,UNIVERSIDAD DE VALENCIA,DPTO. INGENIERIA ELECTRONICA,C.VALENCIANA,2,40250.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2022-133103-I00,DPT,UNIVERSIDAD DE VALENCIA,ERI DE BIOTECNOLOGIA Y BIOMEDICINA(BIOTECMED),C.VALENCIANA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133576-C22,MBM,UNIVERSIDAD DE VALENCIA,ERI DE RECONOCIMIENTO MOLECULAR Y DESARROLLO TECNOLOGICO,C.VALENCIANA,2,57500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133890-I00,COM,UNIVERSIDAD DE VALENCIA,FACULTAD DE DERECHO,C.VALENCIANA,2,62330.0,SI,,,,,,,,,,,,,,,,SI,
PDC2022-133559-C22,ALI,UNIVERSIDAD DE VALENCIA,FACULTAD DE QUIMICA,C.VALENCIANA,2,61985.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133205-I00,BDV,UNIVERSIDAD DE VALENCIA,INSTITUTO CAVANILLES DE BIODIVERSIDAD Y BIOLOGIA EVOLUTIVA,C.VALENCIANA,2,132250.0,SI,,,,,,,,,,,,,,,SI,,
PDC2022-133997-I00,QMC,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,149500.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133199-I00,EDU,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CREATIVIDAD E INNOVACIONES EDUCATIVAS,C.VALENCIANA,2,37253.1,SI,,,,SI,,,,,,,,,,,,,
PDC2022-133930-I00,AYA,UNIVERSIDAD DE VALENCIA,OBSERVATORIO ASTRONOMICO DE VALENCIA,C.VALENCIANA,2,51750.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133285-C21,ICA,UNIVERSIDAD DE EXTREMADURA,ESCUELA POLITECNICA,EXTREMADURA,2,69000.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2022-133465-I00,INF,UNIVERSIDAD DE EXTREMADURA,ESCUELA POLITECNICA,EXTREMADURA,2,126500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133597-C41,INF,UNIVERSIDAD DE EXTREMADURA,ESCUELA POLITECNICA,EXTREMADURA,2,62330.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133770-I00,TRA,UNIVERSIDADE DA CORUÑA,CENTRO DE INNOVACION TECNOLOGICA EN EDIFICACION E INGENIERIA CIVIL,GALICIA,2,138000.0,SI,,,,,,,,,,,SI,,,,,,
PDC2022-133132-I00,INF,UNIVERSIDADE DA CORUÑA,CENTRO DE INVESTIGACION EN TECNOLOXIAS DA INFORMACION E COMUNICACIONS,GALICIA,2,126500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133052-C22,GYA,UNIVERSIDADE DA CORUÑA,CENTRO DE INVESTIGACIONES CIENTÍFICAS AVANZADAS (CICA),GALICIA,2,69000.0,SI,,SI,,,,,,,,,,,,,,,
PDC2022-133743-I00,DPT,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,CIMUS - CENTRO DE INVESTIGACIÓN EN MEDICINA MOLECULAR Y ENFERMEDADES CRÓNICAS,GALICIA,2,132250.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133958-I00,FOS,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,CIMUS - CENTRO DE INVESTIGACIÓN EN MEDICINA MOLECULAR Y ENFERMEDADES CRÓNICAS,GALICIA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133402-I00,QMC,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,CIQUS - CENTRO SINGULAR DE INVESTIGACIÓN EN QUIMICA BIOLÓGICA Y MATERIALES MOLECULARES,GALICIA,2,141450.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133925-I00,MEN,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,CIQUS - CENTRO SINGULAR DE INVESTIGACIÓN EN QUIMICA BIOLÓGICA Y MATERIALES MOLECULARES,GALICIA,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133933-C32,MNF,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,CITIUS - CENTRO DE INVESTIGACIÓN EN TECNOLOXÍAS DA INFORMACIÓN DE LA USC,GALICIA,2,57500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133154-I00,QMC,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"DPTO. QUIMICA ANALITICA, NUTRICION Y BROMATOLOGIA",GALICIA,2,115000.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133239-C22,MBM,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,FACULTAD DE FARMACIA,GALICIA,2,34500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133526-I00,MBM,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,FACULTAD DE FARMACIA,GALICIA,2,149385.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133658-I00,MBM,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,FACULTAD DE FISICA,GALICIA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133947-C21,FPN,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,INSTITUTO GALLEGO DE FISICA DE ALTAS ENERGIAS (IGFAE),GALICIA,2,128685.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133052-C21,GYA,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,INSTITUTO UNIVERSITARIO DE ACUICULTURA,GALICIA,2,80500.0,SI,,SI,,,,,,,,,,,,,,,
PDC2022-133375-I00,CTA,UNIVERSIDAD DE VIGO,DPTO. BIOLOGIA VEGETAL Y CIENCIA DEL SUELO,GALICIA,2,120750.0,SI,,,,,,,,,,,,,SI,,SI,,
PDC2022-133517-I00,ICA,UNIVERSIDAD DE VIGO,"DPTO. INGENIERIA MATERIALES, MECANICA APLICADA Y CONSTRUC.",GALICIA,2,138000.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2022-133432-I00,TMA,UNIVERSIDAD DE VIGO,DPTO. INGENIERIA QUIMICA,GALICIA,2,143750.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133766-I00,TCO,UNIVERSIDAD DE VIGO,DPTO. TEORIA DE LA SEÑAL Y COMUNICACIONES,GALICIA,2,140300.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133719-I00,ENE,UNIVERSIDAD DE VIGO,ESCUELA DE INGIENERÍA INDUSTRIAL,GALICIA,2,138000.0,SI,,,,,,,,SI,,,,,SI,,,,
PDC2022-133947-C22,FPN,UNIVERSIDAD DE VIGO,ESCUELA DE INGIENERÍA INDUSTRIAL,GALICIA,2,21275.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133982-I00,ENE,UNIVERSIDAD DE VIGO,ESCUELA DE INGIENERÍA INDUSTRIAL,GALICIA,2,115000.0,SI,,,,,,,,SI,,,,,SI,,,,
PDC2022-133851-I00,TRA,UNIVERSIDAD DE VIGO,ESCUELA TECNICA SUPERIOR DE INGENIEROS DE MINAS,GALICIA,2,126500.0,SI,,,,,,,,,,,SI,,,,,,
PDC2022-133820-I00,ALI,UNIVERSIDAD DE VIGO,FACULTAD DE CIENCIAS,GALICIA,2,146395.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133849-I00,MAR,UNIVERSIDAD DE LAS ISLAS BALEARES,DPTO. BIOLOGÍA,BALEARES,2,148350.0,SI,,,,,,,,,,,,,,SI,,,
PDC2022-133242-I00,ALI,UNIVERSIDAD DE LA RIOJA,DPTO. INGENIERIA MECANICA,LA RIOJA,2,149500.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133725-C21,QMC,UNIVERSIDAD DE LA RIOJA,FACULTAD DE CIENCIA Y TECNOLOGÍA,LA RIOJA,2,82800.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133787-I00,INA,UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA,ESCUELA DE INGENIERÍA DE BILBAO,PAIS VASCO,2,69000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133885-I00,MNF,UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA,ESCUELA DE INGENIERÍA DE BILBAO,PAIS VASCO,2,149500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133839-C21,IQM,UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA,FACULTAD DE CIENCIA Y TECNOLOGIA,PAIS VASCO,2,115115.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2022-133897-I00,IQM,UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA,FACULTAD DE CIENCIA Y TECNOLOGIA,PAIS VASCO,2,110055.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2022-133532-I00,DPT,UNIVERSIDAD POLITÉCNICA DE CARTAGENA,DEPARTAMENTO DE INGENIERÍA TÉRMICA Y DE FLUIDOS,MURCIA,2,132250.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133708-C31,EYA,UNIVERSIDAD DE MURCIA,FACULTAD DE ECONOMIA Y EMPRESA,MURCIA,2,46920.0,SI,,,,,,,,SI,SI,,,,,,,,
PDC2022-133041-I00,EDU,UNIVERSIDAD DE MURCIA,FACULTAD DE EDUCACION,MURCIA,2,44275.0,SI,,,,SI,,,,,,,,,,,,,
PDC2022-133026-I00,INF,UNIVERSIDAD DE MURCIA,FACULTAD DE INFORMATICA,MURCIA,2,128800.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133313-C21,QMC,UNIVERSIDAD DE MURCIA,FACULTAD DE QUIMICA,MURCIA,2,80500.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133589-I00,GYA,UNIVERSIDAD DE MURCIA,FACULTAD DE VETERINARIA,MURCIA,2,149615.0,SI,,SI,,,,,,,,,,,,,,,
PDC2022-133422-I00,EDU,UNIVERSIDAD DE MURCIA,UNIVERSIDAD DE MURCIA,MURCIA,2,23575.0,SI,,,,SI,,,,,,,,,,,,,
PDC2022-133684-C33,TRA,UNIVERSIDAD EUROPEA DE MADRID SA,UNIVERSIDAD EUROPEA DE MADRID SA,MADRID,2,34500.0,SI,,,,,,,,,,,SI,,,,,,
PDC2022-133057-I00,DPT,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS FISICAS,MADRID,2,103500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133488-I00,DPT,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS QUIMICAS,MADRID,2,146280.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133817-I00,QMC,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE FARMACIA,MADRID,2,115000.0,SI,,,,,,,,,,,,SI,,,,,
PDC2022-133429-I00,INF,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE INFORMATICA,MADRID,2,135355.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133398-I00,FOS,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE MEDICINA,MADRID,2,132710.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133095-I00,TMA,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE QUIMICA,MADRID,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133662-I00,ALI,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE VETERINARIA,MADRID,2,149500.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2022-133039-I00,MFU,UNIVERSIDAD COMPLUTENSE DE MADRID,INSTITUTO DE MAGNETISMO APLICADO (IMA),MADRID,2,143750.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133582-I00,INF,UNIVERSIDAD COMPLUTENSE DE MADRID,INSTITUTO DE TECNOLOGIA DEL CONOCIMIENTO -  ITC,MADRID,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133230-I00,MAE,FUNDACIÓN UNIVERSIDAD LOYOLA ANDALUCIA,FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES,ANDALUCIA,2,126500.0,SI,,,,,,,,SI,,,,,,,,,
PDC2022-133226-I00,ENE,UNIVERSITAT POLITECNICA DE CATALUNYA,CENTRE D'INNOVACI TECNOL. EN CONVERTIDORS ESTÀTICS I ACCIONA,CATALUÑA,2,138000.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2022-133091-I00,TCO,UNIVERSITAT POLITECNICA DE CATALUNYA,"COMMSENSLAB - GRUPO DE TELEDETECCIÓN, ANTENAS, MICROONDAS I SUPERCONDUCTIVIDAD",CATALUÑA,2,129605.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133143-I00,MBM,UNIVERSITAT POLITECNICA DE CATALUNYA,DPTO. CIENCIA DE LOS MATERIALES E INGENIERIA METALURGICA,CATALUÑA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133628-C21,MBM,UNIVERSITAT POLITECNICA DE CATALUNYA,DPTO. CIENCIA DE LOS MATERIALES E INGENIERIA METALURGICA,CATALUÑA,2,103500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133395-C41,AYF,UNIVERSITAT POLITECNICA DE CATALUNYA,DPTO. ENGINYERIA AGROALIMENTARIA I BIOTECNOLOGIA,CATALUÑA,2,49450.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2022-133093-I00,INA,UNIVERSITAT POLITECNICA DE CATALUNYA,"ESCOLA SUPERIOR D¿ENGINYERIES INDUSTRIAL, AEROESPACIAL I AUDIOVISUAL DE TERRASSA (ESEIAAT)",CATALUÑA,2,126500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133514-I00,IBI,UNIVERSITAT POLITECNICA DE CATALUNYA,ESCUELA DE INGENIERÍA DE BARCELONA ESTE (EEBE),CATALUÑA,2,103500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2022-133596-I00,INA,UNIVERSITAT POLITECNICA DE CATALUNYA,ESCUELA DE INGENIERÍA DE BARCELONA ESTE (EEBE),CATALUÑA,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133249-C31,INF,UNIVERSIDAD DE CASTILLA-LA MANCHA,ESCUELA SUPERIOR DE INFORMATICA,CASTILLA-LA MANCHA,2,72450.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133457-I00,INF,UNIVERSIDAD DE CASTILLA-LA MANCHA,ESCUELA SUPERIOR DE INFORMATICA,CASTILLA-LA MANCHA,2,94760.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133051-I00,INF,UNIVERSIDAD DE CASTILLA-LA MANCHA,FACULTAD DE CIENCIAS SOCIALES DE TALAVERA DE LA REINA,CASTILLA-LA MANCHA,2,125580.0,SI,,,,,,,,,SI,,,,,,,,
PDC2022-133572-I00,EDU,UNIVERSIDAD DE CASTILLA-LA MANCHA,FACULTAD DE EDUCACIÓN DE ALBACETE,CASTILLA-LA MANCHA,2,22425.0,SI,,,,SI,,,,,,,,,,,,,
PDC2022-133834-C21,CYA,UNIVERSIDAD DE CASTILLA-LA MANCHA,INSTITUTO DE CIENCIAS AMBIENTALES DE CASTILLA-LA MANCHA (ICAM),CASTILLA-LA MANCHA,2,109250.0,SI,,,,,,,,,,,,,SI,,,,
PDC2022-133520-I00,MTM,UNIVERSIDAD DE CASTILLA-LA MANCHA,INSTITUTO DE MATEMÁTICA APLICADA A LA CIENCIA Y LA INGENERÍA,CASTILLA-LA MANCHA,2,126500.0,SI,,,,SI,,,,,,,,,,,,,
