REF.,SUBÁREA,BENEFICIARIO,CENTRO,CCAA,DURACIÓN,CUANTÍA,ODS,ODS1,ODS2,ODS3,ODS4,ODS5,ODS6,ODS7,ODS8,ODS9,ODS10,ODS11,ODS12,ODS13,ODS14,ODS15,ODS16,ODS17
PDC2023-145838-I00,MNF,UNIVERSIDAD DE ZARAGOZA,INSTITUTO UNIVERSITARIO DE INVESTIGACION EN INGENIERIA DE ARAGON,ARAGON,2,244214.3,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145828-C22,MNF,UNIVERSIDAD DE LAS PALMAS DE GRAN CANARIA,INSTITUTO UNIVERSITARIO DE MICROELECTRONICA APLICADA,CANARIAS,2,143729.85,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145865-C33,MNF,UNIVERSIDAD DE CANTABRIA,ESCUELA TECN.SUP. INGENIEROS INDUSTRIALES Y TELECOMUNICACION,CANTABRIA,2,68183.5,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145856-I00,MNF,UNIVERSIDAD DE SALAMANCA,FACULTAD DE CIENCIAS,CASTILLA Y LEON,2,146337.4,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145896-I00,MNF,UNIVERSIDAD DE SALAMANCA,FACULTAD DE CIENCIAS,CASTILLA Y LEON,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145857-I00,DPT,UNIVERSIDAD DE VALLADOLID,INSTITUTO DE OFTALMOBIOLOGIA APLICADA,CASTILLA Y LEON,2,90145.0,SI,,,SI,,,,,,,,,,,,,,
PDC2023-145878-I00,MBM,UNIVERSIDAD AUTONOMA DE BARCELONA,DPTO. FISICA,CATALUÑA,2,219191.5,SI,,,SI,,,,,,,,,,,,,,
PDC2023-145807-I00,FCM,UNIVERSIDAD AUTONOMA DE BARCELONA,ESCUELA TECNICA SUPERIOR DE INGENIERIA - ETSE,CATALUÑA,2,238370.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145858-I00,TCO,UNIVERSIDAD AUTONOMA DE BARCELONA,ESCUELA TECNICA SUPERIOR DE INGENIERIA - ETSE,CATALUÑA,2,266200.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145821-C22,MNF,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE CIÈNCIA DE MATERIAL I QUÍMICA FÍSICA,CATALUÑA,2,142417.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145861-I00,MNF,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE FÍSICA APLICADA,CATALUÑA,2,267168.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145910-I00,FAB,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE FÍSICA DE LA MATÈRIA CONDENSADA,CATALUÑA,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145804-I00,MNF,UNIVERSIDAD DE BARCELONA,DEPARTAMENT D'ENGINYERIA ELECTRÒNICA I BIOMÈDICA,CATALUÑA,2,280962.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145805-I00,MNF,UNIVERSIDAD DE BARCELONA,DEPARTAMENT D'ENGINYERIA ELECTRÒNICA I BIOMÈDICA,CATALUÑA,2,259666.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145853-C44,IEA,UNIVERSIDAD DE BARCELONA,DEPARTAMENT D'ENGINYERIA ELECTRÒNICA I BIOMÈDICA,CATALUÑA,2,67772.1,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145883-I00,ESP,UNIVERSIDAD DE BARCELONA,INSTITUT DE CIENCIES DEL COSMOS,CATALUÑA,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145888-I00,MNF,UNIVERSIDAD DE ALCALA,ESCUELA POLITECNICA SUPERIOR,MADRID,2,166036.2,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145832-I00,INF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. INFORMATICA,MADRID,2,214182.1,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145850-I00,MNF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TECNOLOGIA ELECTRONICA,MADRID,2,186461.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145852-C21,MNF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TECNOLOGIA ELECTRONICA,MADRID,2,148225.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145875-I00,MNF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TECNOLOGIA ELECTRONICA,MADRID,2,249986.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145929-C32,MNF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TECNOLOGIA ELECTRONICA,MADRID,2,91597.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145929-C31,MNF,UNIVERSIDAD CARLOS III DE MADRID,ESCUELA POLITECNICA SUPERIOR,MADRID,2,114925.8,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145865-C31,MNF,UNIVERSIDAD POLITECNICA DE MADRID,CENTRO DE ELECTRÓNICA INDUSTRIAL,MADRID,2,129760.4,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145847-I00,MNF,UNIVERSIDAD POLITECNICA DE MADRID,CENTRO DE MATERIALES Y DISPOSITIVOS AVANZADOS PARA TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES,MADRID,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145827-C21,MFU,UNIVERSIDAD POLITECNICA DE MADRID,INSTITUTO DE SISTEMAS OPTOELECTRONICOS Y MICROTECNOLOGIA,MADRID,2,145175.8,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145904-I00,MNF,UNIVERSIDAD POLITECNICA DE MADRID,UNIVERSIDAD POLITECNICA DE MADRID,MADRID,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145884-I00,QMC,UNIVERSIDAD REY JUAN CARLOS,ESCUELA SUPERIOR DE CIENCIAS EXPERIMENTALES Y TECNOLOGIA,MADRID,2,253132.0,SI,,,,,,,,,,,,SI,,,,,
PDC2023-145812-I00,MNF,UNIVERSIDAD REY JUAN CARLOS,ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN,MADRID,2,286286.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145831-I00,MNF,UNIVERSIDAD PUBLICA DE NAVARRA,INSTITUTO DE INVESTIGACION SMART CITIES,NAVARRA,2,204974.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145876-C22,MNF,UNIVERSIDAD PUBLICA DE NAVARRA,INSTITUTO DE INVESTIGACION SMART CITIES,NAVARRA,2,126578.1,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145929-C33,MNF,UNIVERSIDAD PUBLICA DE NAVARRA,INSTITUTO DE INVESTIGACION SMART CITIES,NAVARRA,2,87495.1,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145852-C22,MNF,UNIVERSIDAD DE ALICANTE,INSTITUTO UNIVERSITARIO DE INVESTIGACION INFORMATICA,C.VALENCIANA,2,142175.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145798-I00,MNF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE TELECOMUNICACIONES Y APLICACIONES MULTIMEDIA - ITEAM,C.VALENCIANA,2,288149.4,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145841-C32,MNF,UNIVERSIDAD DE VALENCIA,ESCUELA TECNICA SUPERIOR DE INGENIERIA,C.VALENCIANA,2,87725.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145827-C22,MFU,UNIVERSIDAD DE VALENCIA,FACULTAD DE FISICA,C.VALENCIANA,2,120237.7,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145936-I00,MFU,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA DE MATERIALES,C.VALENCIANA,2,120286.1,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145901-I00,QMC,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,290400.0,SI,,,,,,,,,,,,SI,,,,,
PDC2023-145913-I00,AYA,UNIVERSIDAD DE VALENCIA,INSTITUTO DE FISICA CORPUSCULAR (IFIC),C.VALENCIANA,2,290400.0,SI,,,,,,,,,,,,,SI,,,,
PDC2023-145853-C41,IEA,UNIVERSIDAD DE EXTREMADURA,"DPTO. DE INGENIERIA ELECTRICA, ELECTRONICA Y AUTOMATICA",EXTREMADURA,2,86345.6,SI,,,,,,,SI,,SI,,,,,,,,
PDC2023-145885-I00,COM,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,FACULTAD DE CIENCIAS DE LA COMUNICACION,GALICIA,2,165770.0,SI,,,,,,,,,,,,,,,,SI,
PDC2023-145917-I00,MNF,UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO UNIBERTSITATEA,FACULTAD DE FARMACIA,PAIS VASCO,2,200981.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145924-I00,INF,UNIVERSIDAD DE MURCIA,FACULTAD DE INFORMATICA,MURCIA,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145906-I00,MFU,UNIVERSIDAD DE MURCIA,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN EN ÓPTICA Y NANOFÍSICA,MURCIA,2,290158.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145839-I00,FPN,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS FISICAS,MADRID,2,282002.6,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145843-I00,FAB,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS FISICAS,MADRID,2,117781.4,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145860-I00,IBI,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS FISICAS,MADRID,2,174240.0,SI,,,SI,,,,,,,,,,,,,,
PDC2023-145868-I00,MFU,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS FISICAS,MADRID,2,146652.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145935-C21,QMC,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS QUIMICAS,MADRID,2,120032.0,SI,,,,,,,,,,,,SI,,,,,
PDC2023-145935-C22,QMC,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS QUIMICAS,MADRID,2,97405.0,SI,,,,,,,,,,,,SI,,,,,
PDC2023-145905-I00,IBI,UNIVERSITAT POLITECNICA DE CATALUNYA,CENTRE DE RECERCA EN ENGINYERIA BIOMEDICA,CATALUÑA,2,288778.6,SI,,,SI,,,,,,,,,,,,,,
PDC2023-145845-I00,MNF,UNIVERSITAT POLITECNICA DE CATALUNYA,DPTO. INGENIERIA ELECTRONICA,CATALUÑA,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145889-C22,MNF,UNIVERSITAT POLITECNICA DE CATALUNYA,DPTO. INGENIERIA ELECTRONICA,CATALUÑA,2,113135.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145834-I00,MFU,UNIVERSITAT POLITECNICA DE CATALUNYA,ESCUELA DE INGENIERÍA DE BARCELONA ESTE (EEBE),CATALUÑA,2,290400.0,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145809-I00,MNF,UNIVERSITAT POLITECNICA DE CATALUNYA,UNIVERSITAT POLITECNICA DE CATALUNYA,CATALUÑA,2,119693.2,SI,,,,,,,,,SI,,,,,,,,
PDC2023-145865-C32,MNF,UNIVERSIDAD DE CASTILLA-LA MANCHA,ESCUELA SUPERIOR DE INFORMATICA,CASTILLA-LA MANCHA,2,92444.0,SI,,,,,,,,,SI,,,,,,,,
