REF.,SUBÁREA,BENEFICIARIO,CENTRO,CCAA,DURACIÓN,CUANTÍA,ODS,ODS1,ODS2,ODS3,ODS4,ODS5,ODS6,ODS7,ODS8,ODS9,ODS10,ODS11,ODS12,ODS13,ODS14,ODS15,ODS16,ODS17
PDC2021-120881-I00,IQM,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,143750.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121052-I00,BTC,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,143750.0,SI,,,SI,,,,,,SI,,,,,,,,
PDC2021-121073-I00,FYA,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,92000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121086-I00,FYA,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,103500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121203-I00,QMC,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,92000.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121441-C21,FYA,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121487-I00,QMC,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,132250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121307-I00,IIT,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE MEDICINA,MADRID,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121421-I00,IIT,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE MEDICINA,MADRID,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120911-I00,ESP,UNIVERSIDAD CARLOS III DE MADRID,DPTO. DE BIOINGENIERIA E INGENIERIA AEROESPACIAL,MADRID,2,149500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121788-I00,DPT,UNIVERSIDAD CARLOS III DE MADRID,DPTO. DE BIOINGENIERIA E INGENIERIA AEROESPACIAL,MADRID,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121469-I00,MAE,UNIVERSIDAD CARLOS III DE MADRID,DPTO. ECONOMIA,MADRID,2,65550.0,SI,,,,,,,,SI,,,,,,,,,
PDC2021-121567-C22,TCO,UNIVERSIDAD CARLOS III DE MADRID,DPTO. INFORMATICA,MADRID,2,36800.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121517-C31,TRA,UNIVERSIDAD CARLOS III DE MADRID,DPTO. INGENIERIA DE SISTEMAS Y AUTOMATICA,MADRID,2,55200.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121368-C21,INA,UNIVERSIDAD CARLOS III DE MADRID,DPTO. INGENIERIA MECANICA,MADRID,2,69000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121239-C33,INF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. INGENIERIA TELEMATICA,MADRID,2,46000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121370-C22,MNF,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TECNOLOGIA ELECTRONICA,MADRID,2,46230.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121071-I00,TCO,UNIVERSIDAD CARLOS III DE MADRID,DPTO. TEORIA DE LA SEÑAL Y COMUNICACIONES,MADRID,2,143750.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121656-I00,IBI,UNIVERSIDAD CARLOS III DE MADRID,ESCUELA POLITECNICA SUPERIOR,MADRID,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121441-C22,FYA,UNIVERSIDAD NACIONAL DE EDUCACION A DISTANCIA,FACULTAD DE CIENCIAS,MADRID,2,23000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121817-I00,FOS,UNIVERSIDAD FRANCISCO DE VITORIA,FACULTAD DE CIENCIAS BIOSANITARIAS,MADRID,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121055-I00,AYF,UNIVERSIDAD POLITECNICA DE MADRID,"CENTRO DE BIOTECNOLOGIA Y GENOMICA DE PLANTAS
(CBGP)",MADRID,2,115000.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-121568-C22,GEO,UNIVERSIDAD POLITECNICA DE MADRID,CENTRO DE INVESTIGACION DEL TRANSPORTE (TRANSYT),MADRID,2,58650.0,SI,,,,,,,,,,,SI,,SI,,,,
PDC2021-121370-C21,MNF,UNIVERSIDAD POLITECNICA DE MADRID,"CENTRO DE MATERIALES Y DISPOSITIVOS AVANZADOS PARA TECNOLOGÍA DE LA INFORMACIÓN Y
COMUNICACIONES",MADRID,2,83835.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121424-I00,MNF,UNIVERSIDAD POLITECNICA DE MADRID,CENTRO DE TECNOLOGÍA BIOMÉDICA: CTB,MADRID,2,138000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120917-C22,INF,UNIVERSIDAD POLITECNICA DE MADRID,E.T.S. DE INGENIEROS INFORMÁTICOS,MADRID,2,74750.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120846-C42,INF,UNIVERSIDAD POLITECNICA DE MADRID,"INFORMATION PROCESSING AND TELECOMMUNICATIONS
CENTER",MADRID,2,33350.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120959-C21,TCO,UNIVERSIDAD POLITECNICA DE MADRID,"INFORMATION PROCESSING AND TELECOMMUNICATIONS
CENTER",MADRID,2,93725.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121567-C21,TCO,UNIVERSIDAD POLITECNICA DE MADRID,"INFORMATION PROCESSING AND TELECOMMUNICATIONS
CENTER",MADRID,2,94300.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120748-I00,MNF,UNIVERSIDAD POLITECNICA DE MADRID,INSTITUTO DE ENERGIA SOLAR,MADRID,2,137885.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121517-C32,TRA,UNIVERSIDAD POLITECNICA DE MADRID,"INSTITUTO UNIVERSITARIO INVESTIGACION DEL
AUTOMOVIL (INSIA)",MADRID,2,58650.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121871-I00,BIF,UNIVERSIDAD REY JUAN CARLOS,FACULTAD DE CIENCIAS DE LA SALUD,MADRID,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121769-C22,CAN,UNIVERSIDAD DE NAVARRA,UNIVERSIDAD DE NAVARRA,NAVARRA,2,23000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120796-I00,MTM,UNIVERSIDAD PUBLICA DE NAVARRA,"DPTO DE ESTADÍSTICA, INFORMÁTICA Y MATEMÁTICAS",NAVARRA,2,143750.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121172-C21,MNF,UNIVERSIDAD PUBLICA DE NAVARRA,INSTITUTO DE INVESTIGACION SMART CITIES,NAVARRA,2,109250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121345-C21,MEN,UNIVERSIDAD DE ALICANTE,FACULTAD DE CIENCIAS,C.VALENCIANA,2,69000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120884-I00,MEN,UNIVERSIDAD DE ALICANTE,INSTITUTO UNIVERSITARIO DE MATERIALES,C.VALENCIANA,2,80500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121617-C21,MEN,UNIVERSIDAD DE ALICANTE,INSTITUTO UNIVERSITARIO DE MATERIALES,C.VALENCIANA,2,140300.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120791-C22,IEA,UNIVERSITAT JAUME I DE CASTELLO,DPTO. DE INGENIERIA Y CIENCIA DE LOS COMPUTADORES,C.VALENCIANA,2,46000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-120924-I00,MBM,UNIVERSITAT JAUME I DE CASTELLO,DPTO. INGENIERIA DE SISTEMAS INDUSTRIALES Y DISEÑO,C.VALENCIANA,2,120750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121097-I00,INF,UNIVERSITAT JAUME I DE CASTELLO,"ESCUELA SUPERIOR DE CIENCIAS EXPERIMENTALES Y
TECNOLOGIA",C.VALENCIANA,2,69000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121011-I00,INA,UNIVERSITAT JAUME I DE CASTELLO,"ESCUELA SUPERIOR DE TECNOLOGIA Y CIENCIAS
EXPERIMENTALES",C.VALENCIANA,2,103500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120997-C31,INF,UNIVERSITAT JAUME I DE CASTELLO,"INSTITUTO UNIVERSITARIO DE NUEVAS TECNOLOGÍAS DE
LA IMAGEN",C.VALENCIANA,2,49450.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121781-I00,EDU,UNIVERSIDAD MIGUEL HERNANDEZ DE ELCHE,DPTO. DE CIENCIAS DEL DEPORTE,C.VALENCIANA,2,40250.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121658-C21,MBM,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,CENTRO DE BIOMATERIALES E INGENIERIA TISULAR,C.VALENCIANA,2,80500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121243-I00,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"CENTRO DE INVESTIGACION EN METODOS DE
PRODUCCION SE SOTWARE",C.VALENCIANA,2,102350.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121597-I00,MNF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,CENTRO DE TECNOLOGIA NANOFOTONICA,C.VALENCIANA,2,123625.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121617-C22,MEN,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,ESCUELA POLITECNICA SUPERIOR. ALCOY,C.VALENCIANA,2,9200.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120821-I00,INA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO CMT MOTORES TERMICOS,C.VALENCIANA,2,138000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121066-C22,TRA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO CMT MOTORES TERMICOS,C.VALENCIANA,2,83950.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121077-I00,IEA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE AUTOMATICA E INFORMATICA INDUSTRIAL -
AI2",C.VALENCIANA,2,97750.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-121470-C21,IBI,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE AUTOMATICA E INFORMATICA INDUSTRIAL -
AI2",C.VALENCIANA,2,69000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120767-I00,GYA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE CIENCIA Y TECNOLOGIA ANIMAL,C.VALENCIANA,2,132250.0,SI,,SI,,,,,,,,,,,,,,,
PDC2021-120844-I00,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE INSTRUMENTACION PARA IMAGEN
MOLECULAR (I3M)",C.VALENCIANA,2,143750.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121667-I00,ENE,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE SEGURIDAD INDUSTRIAL, RADIOFISICA Y
MEDIOAMBIENTAL",C.VALENCIANA,2,72450.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121345-C22,MEN,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DE TECNOLOGIA DE MATERIALES,C.VALENCIANA,2,69000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121601-I00,MNF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO DE TELECOMUNICACIONES Y APLICACIONES
MULTIMEDIA - ITEAM",C.VALENCIANA,2,123050.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121125-I00,TRA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,INSTITUTO DEL TRANSPORTE Y TERRITORIO,C.VALENCIANA,2,126500.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121368-C22,INA,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO UNIVERSITARIO DE INGENIERÍA MECÁNICA Y
BIOMECÁNICA",C.VALENCIANA,2,69000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120846-C44,INF,UNIVERSITAT POLITÈCNICA DE VALÈNCIA,"INSTITUTO VALENCIANO DE INVESTIGACIÓN EN
INTELIGENCIA ARTIFICIAL",C.VALENCIANA,2,43700.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120942-I00,ALI,UNIVERSIDAD DE VALENCIA,FACULTAD DE FARMACIA,C.VALENCIANA,2,115000.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121658-C22,MBM,UNIVERSIDAD DE VALENCIA,FACULTAD DE MEDICINA,C.VALENCIANA,2,69000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121494-I00,PSI,UNIVERSIDAD DE VALENCIA,FACULTAD DE PSICOLOGIA,C.VALENCIANA,2,74750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121604-I00,QMC,UNIVERSIDAD DE VALENCIA,FACULTAD DE QUIMICA,C.VALENCIANA,2,143750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-120739-C22,MES,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA DE MATERIALES,C.VALENCIANA,2,24150.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121106-I00,MEN,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,115000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121200-I00,QMC,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,120750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121317-I00,MEN,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,103500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121631-I00,QMC,UNIVERSIDAD DE VALENCIA,INSTITUTO DE CIENCIA MOLECULAR,C.VALENCIANA,2,143750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121839-I00,FPN,UNIVERSIDAD DE VALENCIA,INSTITUTO DE FISICA CORPUSCULAR (IFIC),C.VALENCIANA,2,115000.0,SI,,,,,,,,,,SI,,,,,,,
PDC2021-121522-C21,INF,UNIVERSIDAD DE VALENCIA,LABORATORIO DE PROCESADO DE IMÁGENES (LPI),C.VALENCIANA,2,99130.0,SI,,,,,,,,,,SI,,,,,,,
PDC2021-120917-C21,INF,UNIVERSIDADE DA CORUÑA,"CENTRO DE INVESTIGACION EN TECNOLOXIAS DA
INFORMACION E COMUNICACIONS",GALICIA,2,74750.0,SI,,,,,,,,,,SI,,,,,,,
PDC2021-121059-C22,AYA,UNIVERSIDADE DA CORUÑA,"CENTRO DE INVESTIGACION EN TECNOLOXIAS DA
INFORMACION E COMUNICACIONS",GALICIA,2,37950.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121239-C31,INF,UNIVERSIDADE DA CORUÑA,"CENTRO DE INVESTIGACION EN TECNOLOXIAS DA
INFORMACION E COMUNICACIONS",GALICIA,2,48300.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121309-I00,INF,UNIVERSIDADE DA CORUÑA,"CENTRO DE INVESTIGACION EN TECNOLOXIAS DA
INFORMACION E COMUNICACIONS",GALICIA,2,138000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121076-I00,MEN,UNIVERSIDADE DA CORUÑA,"CENTRO DE INVESTIGACIONES CIENTÍFICAS AVANZADAS
(CICA)",GALICIA,2,126500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120965-I00,INA,UNIVERSIDADE DA CORUÑA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES
Y PUERTOS",GALICIA,2,86250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121660-I00,ICA,UNIVERSIDADE DA CORUÑA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES
Y PUERTOS",GALICIA,2,103500.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-121072-C21,INF,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"CENTRO DE INVESTIGACION EN TECNOLOGIA DE LA
INFORMACION (CITIUS)",GALICIA,2,73600.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120929-I00,CAN,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"CIMUS - CENTRO DE INVESTIGACIÓN EN MEDICINA
MOLECULAR Y ENFERMEDADES CRÓNICAS",GALICIA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121621-I00,BIF,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"CIMUS - CENTRO DE INVESTIGACIÓN EN MEDICINA
MOLECULAR Y ENFERMEDADES CRÓNICAS",GALICIA,2,129950.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121192-I00,QMC,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"CIQUS - CENTRO SINGULAR DE INVESTIGACIÓN EN
QUIMICA BIOLÓGICA Y MATERIALES MOLECULARES",GALICIA,2,143750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121508-I00,QMC,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,"CIQUS - CENTRO SINGULAR DE INVESTIGACIÓN EN
QUIMICA BIOLÓGICA Y MATERIALES MOLECULARES",GALICIA,2,108100.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-120845-C55,AYF,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,ESCUELA POLITECNICA SUPERIOR. LUGO,GALICIA,2,8050.0,SI,,SI,,,SI,,,,,,,,,,,,
PDC2021-121540-I00,TMA,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,ESCUELA TECNICA SUPERIOR DE INGENIERIA,GALICIA,2,144900.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121225-C22,ENE,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,FACULTAD DE FISICA,GALICIA,2,52900.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121225-C21,ENE,UNIVERSIDAD DE VIGO,DPTO. DE FISICA APLICADA (CIENCIAS-VIGO),GALICIA,2,96600.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121394-I00,TMA,UNIVERSIDAD DE VIGO,DPTO. INGENIERIA QUIMICA,GALICIA,2,138000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121778-I00,ENE,UNIVERSIDAD DE VIGO,ESCUELA DE INGIENERÍA INDUSTRIAL,GALICIA,2,149500.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121644-I00,IBI,UNIVERSIDAD DE VIGO,ESCUELA SUPERIOR DE INGENIERIA INFORMATICA,GALICIA,2,75219.2,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120959-C22,TCO,UNIVERSIDAD DE VIGO,"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE
TELECOMUNICACION",GALICIA,2,40250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121335-C21,TCO,UNIVERSIDAD DE VIGO,"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE
TELECOMUNICACION",GALICIA,2,72450.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121239-C32,INF,UNIVERSIDAD DE VIGO,"ESCUELA UNIVERSITARIA ING. TECN. INDUSTRIAS
FORESTALES",GALICIA,2,43700.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121720-I00,COM,UNIVERSIDAD DE VIGO,FACULTAD DE CIENCIAS SOCIALES,GALICIA,2,65550.0,SI,,,,,,,,,,,,,,,,SI,
PDC2021-121819-I00,DPT,UNIVERSIDAD DE LAS ISLAS BALEARES,DPTO. QUIMICA,BALEARES,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121847-I00,MNF,UNIVERSIDAD DE LAS ISLAS BALEARES,ESCUELA POLITECNICA SUPERIOR,BALEARES,2,90850.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121210-C22,AYF,UNIVERSIDAD DE LAS ISLAS BALEARES,"INSTITUT D'INVESTIGACIONS AGROAMBIENTALS I
D'ECONOMIA DE L'AIGUA (INAGEA)",BALEARES,2,57500.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-121526-I00,EDU,UNIVERSIDAD DE LA RIOJA,DEPARTAMENTO DE CIENCIAS DE LA EDUCACIÓN,LA RIOJA,2,57500.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121410-I00,QMC,UNIVERSIDAD DE LA RIOJA,DPTO. QUIMICA,LA RIOJA,2,109250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121128-I00,EDU,UNIVERSIDAD DE LA RIOJA,FACULTAD DE CIENCIA Y TECNOLOGÍA,LA RIOJA,2,46000.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121343-C22,ALI,UNIVERSIDAD DE LA RIOJA,INSTITUTO DE CIENCIAS DE LA VID Y EL VINO,LA RIOJA,2,42550.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121042-I00,INA,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",ESCUELA TECNICA SUPERIOR DE INGENIERÍA,PAIS VASCO,2,69000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121792-I00,INA,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA","ESCUELA TECNICA SUPERIOR DE INGENIEROS
INDUSTRIALES",PAIS VASCO,2,138000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120846-C43,INF,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",FACULTAD DE CIENCIA Y TECNOLOGIA,PAIS VASCO,2,40250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121093-I00,MTM,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",FACULTAD DE CIENCIA Y TECNOLOGIA,PAIS VASCO,2,80500.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121331-I00,ENE,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",FACULTAD DE CIENCIA Y TECNOLOGIA,PAIS VASCO,2,149500.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121416-I00,IQM,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",FACULTAD DE QUIMICA,PAIS VASCO,2,65550.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121461-I00,MEN,"UNIVERSIDAD DEL PAIS VASCO EUSKAL HERRIKO
UNIBERTSITATEA",INSTITUTO UNIVERSITARIO DE MATERIALES POLIMERICOS (POLYMAT),PAIS VASCO,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121263-I00,CTA,UNIVERSIDAD POLITÉCNICA DE CARTAGENA,DEPARTAMENTO DE INGENIERÍA AGRONÓMICA,MURCIA,2,97750.0,SI,,,,,,,,,,,,,SI,,SI,,
PDC2021-121383-I00,AYF,UNIVERSIDAD POLITÉCNICA DE CARTAGENA,DEPARTAMENTO DE INGENIERÍA AGRONÓMICA,MURCIA,2,146050.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-121335-C22,TCO,UNIVERSIDAD POLITÉCNICA DE CARTAGENA,DEPARTAMENTO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,MURCIA,2,47150.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121112-I00,INF,UNIVERSIDAD DE MURCIA,FACULTAD DE INFORMATICA,MURCIA,2,93150.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121561-I00,INF,UNIVERSIDAD DE MURCIA,FACULTAD DE INFORMATICA,MURCIA,2,135700.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121291-I00,GYA,UNIVERSIDAD DE MURCIA,FACULTAD DE VETERINARIA,MURCIA,2,123050.0,SI,,SI,,,,,,,,,,,,,,,
PDC2021-121575-I00,FYA,UNIVERSIDAD DE MURCIA,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN EN ÓPTICA Y NANOFÍSICA,MURCIA,2,109250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121517-C33,TRA,UNIVERSIDAD EUROPEA DE MADRID SA,UNIVERSIDAD EUROPEA DE MADRID SA,MADRID,2,31050.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-120964-C21,IQM,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE CIENCIAS QUIMICAS,MADRID,2,54280.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-120901-I00,ART,UNIVERSIDAD COMPLUTENSE DE MADRID,FACULTAD DE GEOGRAFIA E HISTORIA,MADRID,2,132250.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121312-I00,IEA,FUNDACIÓN UNIVERSIDAD LOYOLA ANDALUCIA,ESCUELA SUPERIOR DE INGENIERÍA,ANDALUCIA,2,126500.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-120818-I00,IBI,UNIVERSITAT POLITECNICA DE CATALUNYA,CENTRE DE RECERCA EN ENGINYERIA BIOMEDICA,CATALUÑA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121038-I00,FYA,UNIVERSITAT POLITECNICA DE CATALUNYA,"CENTRO DE DESARROLLO DE SENSORES,
INSTRUMENTACION Y SISTEMAS (CD6)",CATALUÑA,2,103500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120970-I00,ENE,UNIVERSITAT POLITECNICA DE CATALUNYA,CENTRO TECNOLOGICO DE LA TRANSFERENCIA DE CALOR,CATALUÑA,2,103500.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-120869-I00,TMA,UNIVERSITAT POLITECNICA DE CATALUNYA,ESCUELA DE INGENIERÍA DE BARCELONA ESTE (EEBE),CATALUÑA,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121137-I00,ICA,UNIVERSITAT POLITECNICA DE CATALUNYA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES Y PUERTOS",CATALUÑA,2,57500.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-121554-C21,INA,UNIVERSITAT POLITECNICA DE CATALUNYA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES Y PUERTOS",CATALUÑA,2,81650.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121363-I00,INF,UNIVERSITAT POLITECNICA DE CATALUNYA,FACULTAD DE INFORMATICA,CATALUÑA,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121536-C22,FPN,UNIVERSITAT POLITECNICA DE CATALUNYA,INSTITUTO DE TECNICAS ENERGETICAS (INTE),CATALUÑA,2,74750.0,SI,,,,,,,,,SI,,,,,,,,
