REF.,SUBÁREA,BENEFICIARIO,CENTRO,CCAA,DURACIÓN,CUANTÍA,ODS,ODS1,ODS2,ODS3,ODS4,ODS5,ODS6,ODS7,ODS8,ODS9,ODS10,ODS11,ODS12,ODS13,ODS14,ODS15,ODS16,ODS17
PDC2021-120768-I00,CTA,UNIVERSIDAD DE MALAGA,DEPARTAMENTO DE GEOGRAFÍA,ANDALUCIA,2,97750.0,SI,,,,,,,,,,,,,SI,,SI,,
PDC2021-120997-C33,INF,UNIVERSIDAD DE MALAGA,"ESCUELA TECNICA SUPERIOR DE INGENIERIA DE
TELECOMUNICACION",ANDALUCIA,2,48530.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121373-C21,AYF,UNIVERSIDAD DE MALAGA,FACULTAD DE CIENCIAS,ANDALUCIA,2,103500.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-121220-I00,LYL,UNIVERSIDAD DE MALAGA,FACULTAD DE FILOSOFIA Y LETRAS,ANDALUCIA,2,92000.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121566-I00,ESN,UNIVERSIDAD DE MALAGA,FACULTAD DE MEDICINA,ANDALUCIA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121021-C21,EYA,"UNIVERSIDAD PABLO DE OLAVIDE, DE SEVILLA",FACULTAD DE CIENCIAS EMPRESARIALES,ANDALUCIA,2,57500.0,SI,,,,,,,,SI,SI,,,,,,,,
PDC2021-121197-C21,INF,UNIVERSIDAD DE SEVILLA,"ESCUELA TECNICA SUPERIOR DE INGENIERIA
INFORMATICA",ANDALUCIA,2,75900.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121120-C21,IEA,UNIVERSIDAD DE SEVILLA,ESCUELA TECNICA SUPERIOR DE INGENIEROS,ANDALUCIA,2,138000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-121524-I00,IEA,UNIVERSIDAD DE SEVILLA,ESCUELA TECNICA SUPERIOR DE INGENIEROS,ANDALUCIA,2,138000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-121552-C22,IQM,UNIVERSIDAD DE SEVILLA,ESCUELA TECNICA SUPERIOR DE INGENIEROS,ANDALUCIA,2,71070.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-120951-I00,BDV,UNIVERSIDAD DE SEVILLA,FACULTAD DE BIOLOGIA,ANDALUCIA,2,92000.0,SI,,,,,,,,,,,,,,,SI,,
PDC2021-121589-I00,TCO,UNIVERSIDAD DE SEVILLA,INSTITUTO DE MICROELECTRONICA DE SEVILLA,ANDALUCIA,2,104650.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120807-I00,ICA,UNIVERSIDAD DE SEVILLA,"INSTITUTO UNIVERSITARIO DE CIENCIAS DE LA
CONSTRUCCION",ANDALUCIA,2,57500.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-121563-I00,ART,UNIVERSIDAD DE SEVILLA,"INSTITUTO UNIVERSITARIO DE CIENCIAS DE LA
CONSTRUCCION",ANDALUCIA,2,86250.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121278-I00,ENE,UNIVERSIDAD DE SEVILLA,UNIVERSIDAD DE SEVILLA,ANDALUCIA,2,149500.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-121072-C22,INF,UNIVERSIDAD DE ZARAGOZA,CENTRO POLITECNICO SUPERIOR DE INGENIEROS,ARAGON,2,57500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121405-I00,IQM,UNIVERSIDAD DE ZARAGOZA,FACULTAD DE CIENCIAS,ARAGON,2,144440.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121047-I00,GYA,UNIVERSIDAD DE ZARAGOZA,FACULTAD DE VETERINARIA,ARAGON,2,126500.0,SI,,SI,,,,,,,,,,,,,,,
PDC2021-121341-I00,BTC,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO DE BIOCOMPUTACION Y FISICA DE SISTEMAS
COMPLEJOS",ARAGON,2,120750.0,SI,,,SI,,,,,,SI,,,,,,,,
PDC2021-120846-C41,INF,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO DE INVESTIGACION EN INGENIERIA DE ARAGON
I3A-",ARAGON,2,32200.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120852-C22,MFU,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO DE NANOCIENCIA Y MATERIALES DE ARAGON
(INMA)",ARAGON,2,39100.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121224-I00,QMC,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO DE NANOCIENCIA Y MATERIALES DE ARAGON
(INMA)",ARAGON,2,138000.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121409-I00,MBM,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO UNIVERSITARIO DE INVESTIGACION  EN
NANOCIENCIA DE ARAGON",ARAGON,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120898-I00,IEA,UNIVERSIDAD DE ZARAGOZA,"INSTITUTO UNIVERSITARIO DE INVESTIGACION EN
INGENIERIA DE ARAGON",ARAGON,2,126500.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-121037-I00,ALI,UNIVERSIDAD DE ZARAGOZA,IUI MIXTO AGROALIMENTARIO DE ARAGÓN (IA2),ARAGON,2,92000.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121343-C21,ALI,UNIVERSIDAD DE ZARAGOZA,IUI MIXTO AGROALIMENTARIO DE ARAGÓN (IA2),ARAGON,2,106950.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121850-I00,PSI,UNIVERSIDAD DE LA LAGUNA,"DEPARTAMENTO DE PSICOLOGÍA COGNITIVA, SOCIAL Y
ORGANIZACIONAL",CANARIAS,2,69000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120816-I00,MEN,UNIVERSIDAD DE LA LAGUNA,DEPARTAMENTO DE QUÍMICA,CANARIAS,2,115000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121131-C22,MEN,UNIVERSIDAD DE LA LAGUNA,DEPARTAMENTO DE QUÍMICA,CANARIAS,2,24150.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120824-I00,ICA,UNIVERSIDAD DE CANTABRIA,"ESCUELA TECNICA SUPERIOR DE ING. CAMINOS, CANALES
Y PUERTOS",CANTABRIA,2,138000.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-120786-I00,TMA,UNIVERSIDAD DE CANTABRIA,"ESCUELA TECN.SUP. INGENIEROS INDUSTRIALES Y
TELECOMUNICACION",CANTABRIA,2,138000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121172-C22,MNF,UNIVERSIDAD DE CANTABRIA,"ESCUELA TECN.SUP. INGENIEROS INDUSTRIALES Y
TELECOMUNICACION",CANTABRIA,2,27600.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120878-I00,DPT,UNIVERSIDAD DE CANTABRIA,FACULTAD DE MEDICINA,CANTABRIA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120905-I00,TMA,UNIVERSIDAD DE CANTABRIA,INGENIERIAS QUIMICA Y BIOMOLECULAR,CANTABRIA,2,146050.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120967-I00,BMC,UNIVERSIDAD DE CANTABRIA,"INSTITUTO DE BIOMEDICINA Y BIOTECNOLOGÍA DE
CANTABRIA (IBBTEC)",CANTABRIA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120892-I00,ICA,UNIVERSIDAD DE CANTABRIA,INSTITUTO DE HIDRAULICA AMBIENTAL DE CANTABRIA,CANTABRIA,2,57500.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-121304-I00,ICA,UNIVERSIDAD DE CANTABRIA,INSTITUTO DE HIDRAULICA AMBIENTAL DE CANTABRIA,CANTABRIA,2,126500.0,SI,,,,,,,,,SI,,SI,,,,,,
PDC2021-120825-C21,QMC,UNIVERSIDAD DE BURGOS,FACULTAD DE CIENCIAS,CASTILLA Y LEON,2,109250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121021-C22,EYA,UNIVERSIDAD DE BURGOS,FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES,CASTILLA Y LEON,2,52900.0,SI,,,,,,,,SI,SI,,,,,,,,
PDC2021-121498-I00,EDU,UNIVERSIDAD DE BURGOS,FACULTAD DE EDUCACIÓN,CASTILLA Y LEON,2,72450.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-121677-I00,ALI,UNIVERSIDAD DE LEÓN,"DEPARTAMENTO DE HIGIENE Y TECNOLOGÍA DE LOS
ALIMENTOS",CASTILLA Y LEON,2,149500.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121352-I00,ESP,UNIVERSIDAD DE LEÓN,"INSTITUTO DE MEDIO AMBIENTE, RECURSOS NATURALES Y
BIODIVERSIDAD (IMERENABIO)",CASTILLA Y LEON,2,72450.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121393-I00,IQM,UNIVERSIDAD DE SALAMANCA,FACULTAD DE CIENCIAS QUÍMICAS,CASTILLA Y LEON,2,146280.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121501-I00,ARQ,UNIVERSIDAD DE SALAMANCA,FACULTAD DE GEOGRAFIA E HISTORIA,CASTILLA Y LEON,2,69000.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121013-I00,ESN,UNIVERSIDAD DE SALAMANCA,INSTITUTO DE BIOLOGÍA FUNCIONAL Y GENÓMICA,CASTILLA Y LEON,2,126500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120775-I00,IBI,UNIVERSIDAD DE VALLADOLID,"DPTO. DE TEORIA DE LA SEÑAL Y COMUNICACIONES E
INGENIERIA TELEMATICA",CASTILLA Y LEON,2,115000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121861-C22,IQM,UNIVERSIDAD DE VALLADOLID,INSTITUTO DE PROCESOS SOSTENIBLES,CASTILLA Y LEON,2,48300.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121276-C31,MFU,UNIVERSIDAD AUTONOMA DE BARCELONA,DPTO. FISICA,CATALUÑA,2,115000.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121085-I00,TCO,UNIVERSIDAD AUTONOMA DE BARCELONA,ESCUELA TECNICA SUPERIOR DE INGENIERIA - ETSE,CATALUÑA,2,146050.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121362-I00,TCO,UNIVERSIDAD AUTONOMA DE BARCELONA,ESCUELA TECNICA SUPERIOR DE INGENIERIA - ETSE,CATALUÑA,2,111550.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121276-C33,MFU,UNIVERSIDAD AUTONOMA DE BARCELONA,FACULTAD DE BIOCIENCIAS,CATALUÑA,2,11500.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121544-I00,IIT,UNIVERSIDAD AUTONOMA DE BARCELONA,FACULTAD DE BIOCIENCIAS,CATALUÑA,2,133400.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121558-I00,QMC,UNIVERSIDAD AUTONOMA DE BARCELONA,FACULTAD DE CIENCIAS,CATALUÑA,2,109250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-120820-I00,GEO,UNIVERSIDAD AUTONOMA DE BARCELONA,FACULTAD DE LETRAS,CATALUÑA,2,100050.0,SI,,,,,,,,,,,SI,,SI,,,,
PDC2021-120914-I00,BTC,UNIVERSIDAD AUTONOMA DE BARCELONA,"INSTITUT DE BIOTECNOLOGIA I DE BIOMEDICINA V.VILLAR I
PALASI (IBB)",CATALUÑA,2,149500.0,SI,,,SI,,,,,,SI,,,,,,,,
PDC2021-121054-C21,TMA,UNIVERSIDAD AUTONOMA DE BARCELONA,INSTITUT DE CIENCIA I TECNOLOGIA AMBIENTALS - ICTA,CATALUÑA,2,103500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121350-I00,ESN,UNIVERSIDAD AUTONOMA DE BARCELONA,INSTITUTO DE NEUROCIENCIAS,CATALUÑA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121746-I00,ESN,UNIVERSIDAD AUTONOMA DE BARCELONA,INSTITUTO DE NEUROCIENCIAS,CATALUÑA,2,143750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121791-I00,ESN,UNIVERSIDAD AUTONOMA DE BARCELONA,INSTITUTO DE NEUROCIENCIAS,CATALUÑA,2,141450.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121883-I00,ESN,UNIVERSIDAD AUTONOMA DE BARCELONA,INSTITUTO DE NEUROCIENCIAS,CATALUÑA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121688-I00,BMC,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE BIOQUÍMICA I BIOMEDICINA MOLECULAR,CATALUÑA,2,143750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121868-C22,ENE,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE FÍSICA APLICADA,CATALUÑA,2,31050.0,SI,,,,,,,SI,,,,,,SI,,,,
PDC2021-120861-C21,CTA,UNIVERSIDAD DE BARCELONA,"DEPARTAMENT DE MINERALOGIA, PETROLOGIA I
GEOLOGIA APLICADA",CATALUÑA,2,126500.0,SI,,,,,,,,,,,,,SI,,SI,,
PDC2021-120879-I00,IIT,UNIVERSIDAD DE BARCELONA,"DEPARTAMENT DE PATOLOGIA I TERAPÈUTICA
EXPERIMENTAL",CATALUÑA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121051-I00,BIF,UNIVERSIDAD DE BARCELONA,"DEPARTAMENT DE PATOLOGIA I TERAPÈUTICA
EXPERIMENTAL",CATALUÑA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120826-I00,QMC,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE QUÍMICA INORGÀNICA I ORGÀNICA,CATALUÑA,2,132250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121629-I00,BTC,UNIVERSIDAD DE BARCELONA,DEPARTAMENT DE QUÍMICA INORGÀNICA I ORGÀNICA,CATALUÑA,2,149500.0,SI,,,SI,,,,,,SI,,,,,,,,
PDC2021-121366-I00,MFU,UNIVERSIDAD DE BARCELONA,DEPARTAMENT D'ENGINYERIA ELECTRÒNICA I BIOMÈDICA,CATALUÑA,2,100050.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120868-I00,TMA,UNIVERSIDAD DE BARCELONA,DEPT. D'ENGINYERIA QUÍMICA I QUÍMICA ANALÍTICA,CATALUÑA,2,115000.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-121316-I00,GYA,UNIVERSIDAD DE BARCELONA,FACULTAD DE BIOLOGIA,CATALUÑA,2,126500.0,SI,,SI,,,,,,,,,,,,,,,
PDC2021-121096-C21,ESN,UNIVERSIDAD DE BARCELONA,FACULTAD DE FARMACIA,CATALUÑA,2,126500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121776-I00,FOS,UNIVERSIDAD DE BARCELONA,FACULTAD MEDICINA (U.D. BELLVITGE),CATALUÑA,2,133400.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121267-I00,BTC,UNIVERSIDAD DE BARCELONA,FACULTAT DE FARMÀCIA I CIÈNCIES DE L'ALIMENTACIÓ,CATALUÑA,2,138000.0,SI,,,SI,,,,,,SI,,,,,,,,
PDC2021-121119-I00,CAN,UNIVERSIDAD DE BARCELONA,FACULTAT DE MEDICINA I CIÈNCIES DE LA SALUT,CATALUÑA,2,148350.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121442-I00,FPN,UNIVERSIDAD DE BARCELONA,INSTITUT DE CIENCIES DEL COSMOS,CATALUÑA,2,106950.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121090-I00,PSI,UNIVERSIDAD DE BARCELONA,"INSTITUT DE NEUROCIÈNCIES DE LA UNIVERSIDAD DE
BARCELONA (UBNEURO)",CATALUÑA,2,86250.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121671-I00,ART,UNIVERSIDAD DE BARCELONA,INSTITUT DE RECERCA EN CULTURES MEDIEVALS (IRCVM),CATALUÑA,2,86250.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-120964-C22,IQM,UNIVERSITAT DE GIRONA,ESCUELA POLITECNICA SUPERIOR,CATALUÑA,2,47150.0,SI,,,,,,,,,SI,,,SI,,,,,
PDC2021-121510-I00,EDU,UNIVERSITAT DE GIRONA,INSTITUT DE RECERCA EDUCATIVA,CATALUÑA,2,51750.0,SI,,,,SI,,,,,,,,,,,,,
PDC2021-120791-C21,IEA,UNIVERSITAT DE GIRONA,"INSTITUT DE RECERCA EN VISIÓ PER COMPUTADOR I
ROBÒTICA (VICOROB)",CATALUÑA,2,92000.0,SI,,,,,,,SI,,SI,,,,,,,,
PDC2021-120997-C32,INF,UNIVERSITAT DE GIRONA,INSTITUTO DE INFORMATICA Y APLICACIONES,CATALUÑA,2,48300.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121470-C22,IBI,UNIVERSITAT DE GIRONA,INSTITUTO DE INFORMATICA Y APLICACIONES,CATALUÑA,2,69000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121655-I00,TMA,UNIVERSITAT DE GIRONA,INSTITUTO DE MEDI0 AMBIENTE,CATALUÑA,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120778-I00,AYF,UNIVERSITAT DE GIRONA,INSTITUTO DE TECNOLOGIA AGROALIMENTARIA,CATALUÑA,2,115000.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-121191-I00,ALI,UNIVERSIDAD DE LLEIDA,ESCUELA TECNICA SUPERIOR DE INGENIERIA AGRARIA,CATALUÑA,2,132250.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-120758-I00,ESN,UNIVERSIDAD DE LLEIDA,FACULTAD DE MEDICINA,CATALUÑA,2,143750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121404-I00,INF,"FUNDACIO PER A LA UNIVERSITAT OBERTA DE
CATALUNYA","INSTITUTO INTERDISCIPLINARIO DE INTERNET, IN3",CATALUÑA,2,105340.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-121255-I00,IIT,UNIVERSITAT POMPEU FABRA CCT,DPTO. CIENCIAS EXPERIMENTALES Y DE LA SALUD,CATALUÑA,2,133400.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121434-I00,ESN,UNIVERSITAT POMPEU FABRA CCT,DPTO. CIENCIAS EXPERIMENTALES Y DE LA SALUD,CATALUÑA,2,149500.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-121730-I00,DPT,UNIVERSITAT POMPEU FABRA CCT,DPTO. CIENCIAS EXPERIMENTALES Y DE LA SALUD,CATALUÑA,2,138000.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120921-I00,QMC,UNIVERSITAT ROVIRA I VIRGILI,FACULTAD DE QUIMICA,CATALUÑA,2,120750.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121625-I00,ALI,UNIVERSITAT ROVIRA I VIRGILI,FACULTAD DE QUIMICA,CATALUÑA,2,149500.0,SI,,SI,,,,,,,,,,SI,,,,,
PDC2021-121787-I00,QMC,UNIVERSITAT ROVIRA I VIRGILI,FACULTAD DE QUIMICA,CATALUÑA,2,109250.0,SI,,,,,,,,,,,,SI,,,,,
PDC2021-121568-C21,GEO,UNIVERSIDAD DE ALCALA,"DEPARTAMENTO DE GEOLOGÍA, GEOGRAFÍA Y MEDIO
AMBIENTE",MADRID,2,63250.0,SI,,,,,,,,,,,SI,,SI,,,,
PDC2021-121406-I00,ARQ,UNIVERSIDAD DE ALCALA,DEPARTAMENTO HISTORIA Y FILOSOFÍA,MADRID,2,104650.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121324-I00,TRA,UNIVERSIDAD DE ALCALA,ESCUELA POLITECNICA SUPERIOR,MADRID,2,87400.0,SI,,,,,,,,,,,SI,,,,,,
PDC2021-121809-I00,IIT,UNIVERSIDAD DE ALCALA,FACULTAD DE MEDICINA Y CIENCIAS DE LA SALUD,MADRID,2,97750.0,SI,,,SI,,,,,,,,,,,,,,
PDC2021-120744-I00,AYF,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,126500.0,SI,,SI,,,,,,,,,,,,,SI,,
PDC2021-120755-I00,TMA,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,144900.0,SI,,,,,,,,,,,,,SI,,,,
PDC2021-120782-C21,MES,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,132250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120782-C22,MES,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,17250.0,SI,,,,,,,,,SI,,,,,,,,
PDC2021-120871-I00,TMA,UNIVERSIDAD AUTONOMA DE MADRID,FACULTAD DE CIENCIAS,MADRID,2,149500.0,SI,,,,,,,,,,,,,SI,,,,
